year,month,day,dep_time,dep_delay,arr_time,arr_delay,cancelled,carrier,tailnum,flight,origin,dest,air_time,distance,hour,min
2014,1,21,1339,99,1727,116,0,UA,N589UA,766,JFK,SFO,352,2586,13,39
2014,1,21,1849,244,2332,328,0,UA,N595UA,841,JFK,LAX,329,2475,18,49
2014,1,21,710,-3,957,-33,0,UA,N521UA,997,EWR,LAX,322,2454,7,10
2014,1,21,521,-4,758,-18,0,UA,N12238,1012,EWR,IAH,198,1400,5,21
2014,1,21,1018,-2,1507,99,0,UA,N77430,1043,EWR,FLL,168,1065,10,18
2014,1,21,2010,98,2351,109,0,UA,N77430,1047,EWR,SFO,340,2565,20,10
2014,1,21,1337,12,1758,74,0,UA,N34131,1054,EWR,LAX,332,2454,13,37
2014,1,21,1859,78,2337,136,0,UA,N78448,1064,EWR,SFO,343,2565,18,59
2014,1,21,2153,49,2322,65,0,UA,N76254,1066,EWR,BOS,36,200,21,53
2014,1,21,659,0,1009,8,0,UA,N76265,1077,EWR,MIA,169,1085,6,59
2014,1,21,1508,68,1805,99,0,UA,N73291,1107,EWR,DEN,227,1605,15,8
2014,1,21,1753,24,2125,60,0,UA,N17126,1109,EWR,MCO,145,937,17,53
2014,1,21,1008,8,1307,19,0,UA,N66803,1110,EWR,LAS,296,2227,10,8
2014,1,21,1608,26,1732,45,0,UA,N12221,1116,EWR,BOS,33,200,16,8
2014,1,21,1225,37,1616,56,0,UA,N69804,1120,EWR,SFO,351,2565,12,25
2014,1,21,950,-1,1246,4,0,UA,N21723,1124,EWR,EGE,230,1725,9,50
2014,1,21,1101,2,1435,39,0,UA,N76529,1143,EWR,PBI,152,1023,11,1
2014,1,21,627,-3,910,-8,0,UA,N69810,1144,EWR,MCO,144,937,6,27
2014,1,21,1742,7,2059,19,0,UA,N24202,1148,EWR,TPA,147,997,17,42
2014,1,21,1757,88,2140,125,0,UA,N57111,1178,EWR,IAH,197,1400,17,57
2014,1,21,1616,29,2105,116,0,UA,N16234,1179,EWR,SFO,362,2565,16,16
2014,1,21,1605,290,1954,332,0,UA,N14228,1186,EWR,MIA,175,1085,16,5
2014,1,21,835,-3,943,-4,0,UA,N33266,1199,EWR,BOS,35,200,8,35
2014,1,21,1603,71,1923,83,0,UA,N73299,1200,EWR,SAN,328,2425,16,3
2014,1,21,751,5,1246,11,0,UA,N38467,1216,EWR,SJU,207,1608,7,51
2014,1,21,905,20,1203,1,0,UA,N24715,1217,LGA,IAH,205,1416,9,5
2014,1,21,8,618,300,617,0,UA,N67058,1232,EWR,IAH,183,1400,0,8
2014,1,21,1818,88,2206,124,0,UA,N68802,1242,EWR,FLL,153,1065,18,18
2014,1,21,1327,27,1456,24,0,UA,N14106,1262,EWR,ORD,104,719,13,27
2014,1,21,1522,67,1845,101,0,UA,N33266,1270,EWR,MCO,142,937,15,22
2014,1,21,658,-1,1021,-1,0,UA,N76522,1284,EWR,SFO,349,2565,6,58
2014,1,21,556,-4,909,-22,0,UA,N37287,1289,EWR,SFO,347,2565,5,56
2014,1,21,2056,31,8,42,0,UA,N14731,1409,EWR,TPA,142,997,20,56
2014,1,21,2006,97,2234,90,0,UA,N15712,1416,EWR,DEN,217,1605,20,6
2014,1,22,1222,22,1609,44,0,AA,N332AA,3,JFK,LAX,354,2475,12,22
2014,1,22,1901,1,2231,16,0,AA,N319AA,21,JFK,LAX,351,2475,19,1
2014,1,22,1344,-1,1710,5,0,AA,N328AA,117,JFK,LAX,344,2475,13,44
2014,1,22,1816,-4,2139,-6,0,AA,N3CRAA,119,EWR,LAX,348,2454,18,16
2014,1,22,2140,5,109,14,0,AA,N339AA,185,JFK,LAX,346,2475,21,40
2014,1,22,1544,-1,1924,-1,0,AA,N784AA,133,JFK,LAX,357,2475,15,44
2014,1,22,1545,35,1859,14,0,AA,N5EYAA,145,JFK,MIA,152,1089,15,45
2014,1,22,1838,-2,2133,-37,0,AA,N3GHAA,235,JFK,SEA,326,2422,18,38
2014,1,22,1656,-4,1955,-25,0,AA,N639AA,172,EWR,MIA,155,1085,16,56
2014,1,22,1742,-3,2059,-26,0,AA,N336AA,177,JFK,SFO,349,2586,17,42
2014,1,22,1315,25,1420,30,0,AA,N3FYAA,178,JFK,BOS,35,187,13,15
2014,1,22,1708,23,2039,24,0,AA,N786AA,181,JFK,LAX,349,2475,17,8
2014,1,22,1708,8,1818,-7,0,AA,N3DWAA,256,JFK,BOS,40,187,17,8
2014,1,22,1750,35,1937,22,0,AA,N3CKAA,199,JFK,ORD,116,740,17,50
2014,1,22,1719,4,2046,11,0,AA,N3FYAA,291,JFK,AUS,246,1521,17,19
2014,1,22,1309,9,1623,18,0,AA,N437AA,300,EWR,DFW,216,1372,13,9
2014,1,22,1447,-3,1743,-12,0,AA,N4YRAA,320,EWR,DFW,212,1372,14,47
2014,1,22,1341,21,1517,22,0,AA,N3HMAA,331,LGA,ORD,115,733,13,41
2014,1,22,1605,45,1740,35,0,AA,N202AA,341,LGA,ORD,121,733,16,5
2014,1,22,1655,20,1816,-9,0,AA,N3ETAA,343,LGA,ORD,115,733,16,55
2014,1,22,1748,13,1923,-2,0,AA,N491AA,345,LGA,ORD,115,733,17,48
2014,1,22,1839,4,2010,-10,0,AA,N3KSAA,359,LGA,ORD,119,733,18,39
2014,1,22,1937,-3,2109,-6,0,AA,N3BJAA,363,LGA,ORD,116,733,19,37
2014,1,22,1847,-13,2333,-26,0,AA,N5CPAA,1029,JFK,SJU,200,1598,18,47
2014,1,22,1358,8,1700,-5,0,AA,N3CSAA,1073,LGA,MIA,156,1096,13,58
2014,1,22,1842,112,2137,92,0,AA,N3BKAA,1171,LGA,DFW,210,1389,18,42
2014,1,22,1732,2,2033,-17,0,AA,N3FKAA,1185,LGA,DFW,211,1389,17,32
2014,1,22,1300,5,1554,-11,0,AA,N3EUAA,1145,LGA,DFW,207,1389,13,0
2014,1,22,1344,-1,1650,-5,0,AA,N3JFAA,1151,LGA,DFW,207,1389,13,44
2014,1,22,1453,-2,1753,-12,0,AA,N3LFAA,1155,LGA,DFW,210,1389,14,53
2014,1,22,1545,0,1857,-8,0,AA,N3GUAA,1156,LGA,DFW,212,1389,15,45
2014,1,22,1551,41,1843,8,0,AA,N3ELAA,1327,LGA,PBI,147,1035,15,51
2014,1,22,1615,25,1926,11,0,AA,N3CFAA,1410,LGA,MIA,153,1096,16,15
2014,1,22,1301,2,1555,-19,0,AA,N3KEAA,1256,LGA,MIA,148,1096,13,1
2014,1,22,1159,29,1453,18,0,AA,N3KMAA,1623,EWR,MIA,151,1085,11,59
2014,1,22,1827,12,2131,-4,0,AA,N3JBAA,1611,LGA,MIA,154,1096,18,27
2014,1,22,1921,-9,2246,11,0,AA,N526AA,1691,EWR,DFW,218,1372,19,21
2014,1,22,1234,9,1532,-3,0,AA,N5ENAA,1697,JFK,MIA,154,1089,12,34
2014,1,22,1457,2,1815,10,0,AA,N5DWAA,2285,JFK,MCO,143,944,14,57
2014,1,22,1842,72,2148,53,0,AA,N372AA,2351,JFK,MIA,154,1089,18,42
2014,1,22,1512,17,1820,0,0,AA,N3HXAA,2297,LGA,MIA,155,1096,15,12
2014,1,22,1955,-5,2106,-4,0,AA,N3ERAA,2314,JFK,BOS,41,187,19,55
2014,1,22,1716,16,2016,-9,0,AA,N3CTAA,2379,LGA,MIA,149,1096,17,16
2014,1,22,2106,101,4,79,0,AA,N3GDAA,2437,LGA,MIA,150,1096,21,6
2014,1,22,1737,7,2031,6,0,AA,N5EFAA,2448,JFK,EGE,262,1746,17,37
2014,1,22,1716,-4,2021,-9,0,AA,N4UBAA,2488,EWR,DFW,219,1372,17,16
2014,1,22,1845,20,2150,-7,0,AS,N419AS,5,EWR,SEA,312,2402,18,45
2014,1,22,2041,36,2219,31,0,B6,N178JB,105,JFK,ORD,121,740,20,41
2014,1,22,1405,6,1511,4,0,B6,N183JB,118,JFK,BOS,38,187,14,5
2014,1,22,1716,-2,1930,11,0,B6,N192JB,1119,JFK,CLT,88,541,17,16
2014,1,22,1427,62,1558,83,0,B6,N203JB,308,JFK,PWM,52,273,14,27
2014,1,22,1843,53,2014,67,0,B6,N203JB,1407,JFK,IAD,60,228,18,43
2014,1,22,2301,32,12,26,0,B6,N203JB,486,JFK,ROC,49,264,23,1
2014,1,22,1819,44,1953,32,0,B6,N206JB,1185,JFK,RDU,75,427,18,19
2014,1,22,2258,-1,17,-3,0,B6,N206JB,2002,JFK,BUF,60,301,22,58
2014,1,22,1431,32,1657,53,0,B6,N229JB,1373,JFK,CHS,100,636,14,31
2014,1,22,2024,14,2131,12,0,B6,N229JB,418,JFK,BOS,41,187,20,24
2014,1,22,1150,142,1321,157,0,B6,N236JB,1634,JFK,BTV,46,266,11,50
2014,1,22,1549,17,1901,8,0,B6,N236JB,1729,JFK,RSW,156,1074,15,49
2014,1,22,2305,16,13,16,0,B6,N236JB,108,JFK,PWM,45,273,23,5
2014,1,22,1305,65,1359,56,0,B6,N247JB,2380,EWR,BOS,36,200,13,5
2014,1,22,8,99,111,91,0,B6,N247JB,234,JFK,BTV,45,266,0,8
2014,1,22,1449,20,1613,20,0,B6,N283JB,286,JFK,ROC,55,264,14,49
2014,1,22,1855,10,2019,2,0,B6,N283JB,2202,JFK,BUF,56,301,18,55
2014,1,22,1432,3,1709,8,0,B6,N298JB,575,JFK,MSY,173,1182,14,32
2014,1,22,1324,24,1436,30,0,B6,N307JB,1318,JFK,BOS,35,187,13,24
2014,1,22,1704,-1,1759,-20,0,B6,N307JB,2580,EWR,BOS,35,200,17,4
2014,1,22,1159,81,1258,75,0,B6,N323JB,518,JFK,BOS,37,187,11,59
2014,1,22,1317,3,1447,11,0,B6,N329JB,2402,JFK,BUF,59,301,13,17
2014,1,22,1740,55,1842,40,0,B6,N329JB,918,JFK,BOS,35,187,17,40
2014,1,22,2107,-1,2207,-7,0,B6,N329JB,2680,EWR,BOS,39,200,21,7
2014,1,22,1440,16,1806,35,0,B6,N346JB,581,JFK,HOU,217,1428,14,40
2014,1,22,1655,-5,1945,-10,0,AA,N3JUAA,45,JFK,LAS,317,2248,16,55
2014,1,22,1545,5,1901,-9,0,AA,N3LGAA,65,JFK,DFW,209,1391,15,45
2014,1,22,1706,1,2023,8,0,AA,N3ABAA,67,JFK,SAN,352,2446,17,6
2014,1,22,1625,55,1939,24,0,AA,N368AA,85,JFK,SFO,346,2586,16,25
2014,1,22,1627,-3,2130,0,0,AA,N5BSAA,95,JFK,SJU,205,1598,16,27
2014,1,22,1338,38,1552,11,0,DL,N907DE,781,LGA,ATL,113,762,13,38
2014,1,22,1617,17,1846,1,0,DL,N919DL,847,LGA,ATL,113,762,16,17
2014,1,22,1257,10,1441,-9,0,DL,N922DL,1131,LGA,DTW,85,502,12,57
2014,1,22,1958,-2,2229,-12,0,DL,N945DL,1147,LGA,ATL,115,762,19,58
2014,1,22,1905,-1,2349,-12,0,DL,N3749D,4,JFK,SJU,198,1598,19,5
2014,1,22,1656,-3,1927,-19,0,DL,N6711M,221,LGA,ATL,113,762,16,56
2014,1,22,2209,129,44,117,0,DL,N3739P,407,JFK,DEN,242,1626,22,9
2014,1,22,1559,29,1933,29,0,DL,N152DL,417,JFK,LAX,344,2475,15,59
2014,1,22,1521,16,1814,-11,0,DL,N711ZX,419,JFK,SEA,310,2422,15,21
2014,1,22,1412,312,1742,312,0,DL,N190DN,422,JFK,LAX,345,2475,14,12
2014,1,22,1858,43,2220,38,0,DL,N195DN,426,JFK,LAX,336,2475,18,58
2014,1,22,2120,65,38,58,0,DL,N193DN,427,JFK,LAX,343,2475,21,20
2014,1,22,1326,26,1655,19,0,DL,N704X,432,JFK,SFO,352,2586,13,26
2014,1,22,1729,-1,2044,-28,0,DL,N723TW,434,JFK,SFO,354,2586,17,29
2014,1,22,2110,130,15,86,0,DL,N713TW,435,JFK,SFO,343,2586,21,10
2014,1,22,1117,22,1432,22,0,DL,N374DA,436,JFK,SLC,291,1990,11,17
2014,1,22,1231,31,1421,7,0,DL,N330NW,437,JFK,MSP,155,1029,12,31
2014,1,22,1939,64,2240,35,0,DL,N710TW,442,JFK,SEA,309,2422,19,39
2014,1,22,2113,123,104,147,0,DL,N388DA,444,JFK,SAN,359,2446,21,13
2014,1,22,1243,223,1817,267,0,DL,N697DL,457,JFK,SJU,199,1598,12,43
2014,1,22,1957,-3,2349,-2,0,DL,N396DA,458,JFK,PHX,316,2153,19,57
2014,1,22,701,1,1035,0,0,DL,N194DN,472,JFK,LAX,341,2475,7,1
2014,1,22,1706,21,2040,21,0,DL,N705TW,477,JFK,LAX,344,2475,17,6
2014,1,22,841,11,1121,12,0,DL,N940DL,479,JFK,ATL,128,760,8,41
2014,1,22,1110,10,1354,-4,0,DL,N927DA,480,JFK,MCO,136,944,11,10
2014,1,22,1625,25,1838,-2,0,DL,N3760C,485,JFK,ATL,111,760,16,25
2014,1,22,1418,3,1633,-6,0,DL,N988DL,673,EWR,ATL,112,746,14,18
2014,1,22,1641,71,1854,55,0,DL,N909DE,1942,EWR,ATL,113,746,16,41
2014,1,22,1520,-2,1822,-28,0,DL,N327NB,1982,LGA,MIA,156,1096,15,20
2014,1,22,1718,48,2012,23,0,DL,N721TW,2017,JFK,PDX,321,2454,17,18
2014,1,22,1524,25,2028,31,0,DL,N381DN,2038,JFK,SJU,203,1598,15,24
2014,1,22,1757,72,2024,70,0,DL,N991AT,2042,EWR,ATL,112,746,17,57
2014,1,22,1148,293,1627,282,0,DL,N3773D,2046,JFK,SJU,201,1598,11,48
2014,1,22,1637,21,1936,-3,0,DL,N3744F,2065,JFK,FLL,149,1069,16,37
2014,1,22,1559,24,1859,23,0,DL,N3748Y,2082,JFK,LAS,314,2248,15,59
2014,1,22,1155,50,1456,26,0,DL,N950DL,2098,LGA,MIA,154,1096,11,55
2014,1,22,1632,12,1938,-11,0,DL,N972DL,2115,JFK,MIA,155,1089,16,32
2014,1,22,2025,25,2206,-5,0,DL,N321NB,2131,LGA,DTW,78,502,20,25
2014,1,22,1943,14,2256,-4,0,DL,N655DL,2137,JFK,SLC,278,1990,19,43
2014,1,22,1933,43,2245,30,0,DL,N950DL,2139,LGA,MIA,149,1096,19,33
2014,1,22,1843,43,2105,18,0,DL,N927DA,2152,JFK,ATL,112,760,18,43
2014,1,22,2053,8,2158,-5,0,DL,N941DL,2155,JFK,BOS,35,187,20,53
2014,1,22,1947,37,2229,15,0,DL,N969DL,2159,JFK,MCO,134,944,19,47
2014,1,22,1645,55,2003,38,0,DL,N706TW,2170,JFK,SLC,282,1990,16,45
2014,1,22,1522,7,1809,-13,0,DL,N336NB,2181,LGA,MCO,137,950,15,22
2014,1,22,1806,96,1954,70,0,DL,N967DL,2231,LGA,DTW,80,502,18,6
2014,1,22,1412,13,1635,0,0,DL,N957DL,2247,LGA,ATL,117,762,14,12
2014,1,22,1844,49,2149,17,0,DL,N379DA,2256,JFK,AUS,223,1521,18,44
2014,1,22,1754,-1,2052,-26,0,DL,N343NB,2279,LGA,RSW,154,1080,17,54
2014,1,22,1249,289,1610,266,0,DL,N3751B,2282,JFK,PHX,304,2153,12,49
2014,1,22,1137,87,1324,61,0,DL,N368NW,2319,LGA,MSP,147,1020,11,37
2014,1,22,2320,200,153,168,0,DL,N3765,2323,JFK,LAS,305,2248,23,20
2014,1,22,1839,-1,2041,-4,0,DL,N361NB,2331,LGA,DTW,81,502,18,39
2014,1,22,1028,-2,1238,-17,0,DL,N779NC,2343,EWR,ATL,105,746,10,28
2014,1,22,1828,29,2122,13,0,DL,N339NB,2370,LGA,PBI,145,1035,18,28
2014,1,22,1219,235,1456,218,0,DL,N694DL,2379,JFK,LAS,313,2248,12,19
2014,1,22,1911,131,2154,110,0,DL,N3755D,2391,JFK,TPA,143,1005,19,11
2014,1,22,1549,-1,1904,4,0,DL,N918DL,2459,JFK,MCO,140,944,15,49
2014,1,22,1442,2,1647,7,0,DL,N321NB,1231,LGA,DTW,86,502,14,42
2014,1,22,1143,-2,1353,-16,0,DL,N990AT,1306,EWR,ATL,106,746,11,43
2014,1,22,1306,6,1518,-11,0,DL,N935AT,1335,EWR,ATL,109,746,13,6
2014,1,22,1842,32,2113,26,0,DL,N990AT,1366,EWR,ATL,109,746,18,42
2014,1,22,2028,43,2316,13,0,DL,N325NB,1435,LGA,TPA,143,1010,20,28
2014,1,22,1943,-2,2226,-31,0,DL,N906DE,1485,LGA,MCO,139,950,19,43
2014,1,22,1740,30,2056,36,0,DL,N378DA,1513,EWR,SLC,286,1969,17,40
2014,1,22,1712,-3,2001,-19,0,DL,N357NB,1585,LGA,MCO,141,950,17,12
2014,1,22,1645,23,1830,-9,0,DL,N309US,1619,LGA,MSP,142,1020,16,45
2014,1,22,1414,29,1708,3,0,DL,N958DL,1649,LGA,MIA,149,1096,14,14
2014,1,22,1507,8,1727,-14,0,DL,N689DL,1650,LGA,ATL,111,762,15,7
2014,1,22,1753,23,2036,25,0,DL,N335NB,1658,LGA,ATL,114,762,17,53
2014,1,22,1813,13,2052,5,0,DL,N918DE,1659,LGA,ATL,116,762,18,13
2014,1,22,1920,20,2150,9,0,DL,N962DL,1665,LGA,ATL,113,762,19,20
2014,1,22,1548,0,1807,-21,0,DL,N324NB,1705,LGA,MSY,170,1183,15,48
2014,1,22,1850,-5,2127,-9,0,DL,N371NB,1715,LGA,MSY,171,1183,18,50
2014,1,22,1549,119,1854,113,0,DL,N949DL,1779,LGA,FLL,150,1076,15,49
2014,1,22,1452,13,1648,4,0,DL,N366NW,1819,LGA,MSP,158,1020,14,52
2014,1,22,1852,12,2208,13,0,DL,N323NB,1854,LGA,FLL,153,1076,18,52
2014,1,22,1153,23,1435,-2,0,DL,N325NB,1875,LGA,TPA,147,1010,11,53
2014,1,22,1428,-5,1731,-9,0,DL,N319US,1902,LGA,PBI,145,1035,14,28
2014,1,22,1829,67,1931,69,0,EV,N14916,3820,EWR,ALB,31,143,18,29
2014,1,22,1720,23,1907,12,0,EV,N15910,3806,EWR,DAY,88,533,17,20
2014,1,22,2146,31,7,18,0,EV,N14573,3816,EWR,JAX,125,820,21,46
2014,1,22,2231,26,2334,19,0,EV,N14543,3818,EWR,MHT,37,209,22,31
2014,1,22,1701,42,1922,42,0,EV,N15980,3844,EWR,SDF,118,642,17,1
2014,1,22,2121,-8,2225,-20,0,EV,N14998,3267,EWR,ORF,49,284,21,21
2014,1,22,1359,-6,1540,-31,0,EV,N16546,4100,EWR,MEM,146,946,13,59
2014,1,22,1329,0,1454,-7,0,EV,N11121,4104,EWR,BNA,116,748,13,29
2014,1,22,1450,20,1613,8,0,EV,N23139,4171,EWR,MSN,120,799,14,50
2014,1,22,1219,-1,1433,14,0,EV,N13979,3848,EWR,CLT,93,529,12,19
2014,1,22,2007,-3,2228,-13,0,EV,N17138,4085,EWR,OMA,177,1134,20,7
2014,1,22,1922,-10,2049,-4,0,EV,N14902,4091,LGA,IAD,53,229,19,22
2014,1,22,1241,-1,1439,-5,0,EV,N26549,4118,EWR,DTW,91,488,12,41
2014,1,22,2227,71,2349,74,0,EV,N11547,4119,EWR,RIC,55,277,22,27
2014,1,22,2001,77,2115,70,0,EV,N16147,4131,EWR,RIC,50,277,20,1
2014,1,22,1453,7,1542,-4,0,EV,N33182,4133,EWR,PVD,31,160,14,53
2014,1,22,1251,-2,1532,8,0,EV,N12921,4141,EWR,ATL,121,746,12,51
2014,1,22,1156,-4,1250,-1,0,EV,N29917,3823,EWR,BDL,23,116,11,56
2014,1,22,1314,45,1420,37,0,EV,N15980,3824,EWR,PWM,45,284,13,14
2014,1,22,1730,31,1918,28,0,EV,N14543,3826,EWR,CMH,78,463,17,30
2014,1,22,2010,10,2132,16,0,EV,N13997,3832,EWR,DCA,50,199,20,10
2014,1,22,1610,0,1741,16,0,EV,N13997,3833,EWR,DCA,42,199,16,10
2014,1,22,1756,-4,1938,25,0,EV,N26549,3838,EWR,DCA,58,199,17,56
2014,1,22,1157,-3,1247,-20,0,EV,N16987,3839,EWR,BWI,35,169,11,57
2014,1,22,1504,-2,1705,-6,0,EV,N16951,4144,EWR,CHS,101,628,15,4
2014,1,22,1946,9,2219,2,0,EV,N19966,4152,EWR,ATL,116,746,19,46
2014,1,22,1424,-7,1558,-24,0,EV,N13992,4159,LGA,CLE,69,419,14,24
2014,1,22,1313,56,1427,58,0,B6,N368JB,316,JFK,SYR,46,209,13,13
2014,1,22,1752,82,1918,81,0,B6,N368JB,1734,JFK,BTV,45,266,17,52
2014,1,22,2251,76,5,65,0,B6,N368JB,702,JFK,BUF,56,301,22,51
2014,1,22,1653,18,1822,15,0,B6,N373JB,2302,JFK,BUF,58,301,16,53
2014,1,22,2315,25,27,30,0,B6,N373JB,1816,JFK,SYR,47,209,23,15
2014,1,22,1337,81,1719,115,0,B6,N505JB,1129,JFK,RSW,151,1074,13,37
2014,1,22,2211,156,116,155,0,B6,N505JB,1271,LGA,FLL,147,1076,22,11
2014,1,22,1420,5,1709,-4,0,B6,N508JB,561,LGA,PBI,145,1035,14,20
2014,1,22,2337,127,248,147,0,B6,N508JB,1371,LGA,FLL,152,1076,23,37
2014,1,22,1848,0,2150,7,0,B6,N509JB,543,EWR,PBI,144,1023,18,48
2014,1,22,1243,193,1540,180,0,B6,N516JB,271,LGA,FLL,152,1076,12,43
2014,1,22,931,56,1240,66,0,B6,N520JB,1025,JFK,TPA,141,1005,9,31
2014,1,22,2042,2,12,16,0,B6,N534JB,523,JFK,LAX,352,2475,20,42
2014,1,22,2235,60,129,68,0,B6,N547JB,611,JFK,LAS,311,2248,22,35
2014,1,22,1423,53,1718,49,0,B6,N554JB,505,EWR,FLL,154,1065,14,23
2014,1,22,2002,27,2305,35,0,B6,N561JB,883,JFK,MCO,145,944,20,2
2014,1,22,4,5,452,16,0,B6,N563JB,839,JFK,BQN,198,1576,0,4
2014,1,22,1459,0,1749,9,0,B6,N565JB,477,JFK,JAX,121,828,14,59
2014,1,22,1457,7,1801,2,0,B6,N568JB,1171,LGA,FLL,151,1076,14,57
2014,1,22,1152,147,1444,145,0,B6,N570JB,483,JFK,MCO,137,944,11,52
2014,1,22,1903,83,2151,73,0,B6,N570JB,299,LGA,MCO,138,950,19,3
2014,1,22,2011,11,2306,4,0,B6,N579JB,153,JFK,PBI,142,1028,20,11
2014,1,22,1600,0,1920,12,0,B6,N580JB,1117,LGA,TPA,146,1010,16,0
2014,1,22,1908,38,2200,30,0,B6,N586JB,183,JFK,MCO,136,944,19,8
2014,1,22,1643,13,1933,11,0,B6,N588JB,1843,EWR,PBI,150,1023,16,43
2014,1,22,1342,56,1645,69,0,B6,N589JB,383,JFK,MCO,139,944,13,42
2014,1,22,1602,2,1905,-4,0,B6,N590JB,283,JFK,MCO,143,944,16,2
2014,1,22,1359,39,1700,36,0,B6,N593JB,1401,JFK,FLL,150,1069,13,59
2014,1,22,1548,49,2050,56,0,B6,N595JB,703,JFK,SJU,203,1598,15,48
2014,1,22,1921,101,2228,98,0,B6,N598JB,305,EWR,FLL,148,1065,19,21
2014,1,22,1856,-3,2240,-6,0,B6,N624JB,135,JFK,PHX,314,2153,18,56
2014,1,22,1734,4,2215,-6,0,B6,N625JB,803,JFK,SJU,201,1598,17,34
2014,1,22,1517,20,1820,16,0,B6,N629JB,325,JFK,TPA,141,1005,15,17
2014,1,22,1945,29,2241,22,0,B6,N630JB,225,JFK,TPA,143,1005,19,45
2014,1,22,1815,34,2107,13,0,B6,N632JB,263,JFK,SEA,320,2422,18,15
2014,1,22,1823,4,2106,-5,0,B6,N634JB,327,EWR,MCO,136,937,18,23
2014,1,22,1704,35,1952,17,0,B6,N635JB,1161,LGA,PBI,144,1035,17,4
2014,1,22,2340,160,223,155,0,B6,N636JB,499,LGA,MCO,138,950,23,40
2014,1,22,2123,47,26,43,0,B6,N645JB,1201,JFK,FLL,146,1069,21,23
2014,1,22,1132,112,1410,90,0,B6,N646JB,199,LGA,MCO,136,950,11,32
2014,1,22,1733,4,2014,-17,0,B6,N651JB,753,JFK,PBI,138,1028,17,33
2014,1,22,1558,59,1845,48,0,B6,N655JB,573,EWR,TPA,143,997,15,58
2014,1,22,1319,120,1551,103,0,B6,N656JB,127,EWR,MCO,135,937,13,19
2014,1,22,1414,14,1655,9,0,B6,N657JB,927,EWR,MCO,135,937,14,14
2014,1,22,1518,23,1813,14,0,B6,N661JB,83,JFK,MCO,137,944,15,18
2014,1,22,14,15,457,14,0,B6,N706JB,745,JFK,PSE,201,1617,0,14
2014,1,22,2335,40,43,46,0,B6,N708JB,718,JFK,BOS,37,187,23,35
2014,1,22,1704,29,2030,27,0,B6,N709JB,423,JFK,LAX,349,2475,17,4
2014,1,22,1340,25,1641,10,0,B6,N712JB,1639,LGA,RSW,154,1080,13,40
2014,1,22,2106,12,158,13,0,B6,N712JB,1103,JFK,SJU,202,1598,21,6
2014,1,22,1313,165,1616,164,0,B6,N715JB,1,JFK,FLL,158,1069,13,13
2014,1,22,1138,153,1444,138,0,B6,N760JB,795,JFK,AUS,221,1521,11,38
2014,1,22,2056,16,20,22,0,B6,N760JB,1295,JFK,AUS,236,1521,20,56
2014,1,22,1959,114,2258,100,0,B6,N789JB,201,JFK,FLL,145,1069,19,59
2014,1,22,1237,115,1533,102,0,B6,N796JB,971,LGA,FLL,150,1076,12,37
2014,1,22,1733,18,2100,5,0,B6,N821JB,415,JFK,SFO,357,2586,17,33
2014,1,22,1859,0,2144,-6,0,B6,N827JB,711,JFK,LAS,325,2248,18,59
2014,1,22,1933,3,2259,9,0,B6,N828JB,71,JFK,SLC,287,1990,19,33
2014,1,22,1512,43,1842,63,0,B6,N903JB,301,JFK,FLL,151,1069,15,12
2014,1,22,1620,25,1949,35,0,B6,N913JB,1801,JFK,FLL,145,1069,16,20
2014,1,22,1937,32,2204,43,0,EV,N14960,4294,EWR,SAV,111,708,19,37
2014,1,22,1531,52,1637,40,0,EV,N18102,4175,EWR,ROC,44,246,15,31
2014,1,22,1549,44,1829,63,0,EV,N17115,4181,EWR,MCI,178,1092,15,49
2014,1,22,1447,7,1712,1,0,EV,N16963,4190,EWR,ATL,114,746,14,47
2014,1,22,1909,9,2054,21,0,EV,N15985,4191,EWR,BNA,124,748,19,9
2014,1,22,2022,-7,2202,-21,0,EV,N14904,4261,LGA,CLE,68,419,20,22
2014,1,22,1740,13,1942,25,0,EV,N13979,4202,EWR,STL,144,872,17,40
2014,1,22,2105,38,2358,33,0,EV,N18114,4204,EWR,OKC,205,1325,21,5
2014,1,22,1705,6,1958,27,0,EV,N11199,4328,EWR,MSY,172,1167,17,5
2014,1,22,2131,32,2332,34,0,EV,N12957,4166,EWR,GSP,98,594,21,31
2014,1,22,2009,-6,2146,4,0,EV,N16951,4224,EWR,MKE,119,725,20,9
2014,1,22,1645,6,1747,-11,0,EV,N16961,4225,EWR,ROC,45,246,16,45
2014,1,22,1547,27,1817,23,0,EV,N13988,4377,EWR,JAX,125,820,15,47
2014,1,22,1455,25,1653,12,0,EV,N27190,4380,EWR,MSP,156,1008,14,55
2014,1,22,1602,65,1759,64,0,EV,N12167,4381,EWR,DTW,82,488,16,2
2014,1,22,1847,44,2113,61,0,EV,N13989,4382,EWR,DTW,87,488,18,47
2014,1,22,2016,-4,2254,2,0,EV,N12142,4333,EWR,TUL,192,1215,20,16
2014,1,22,2019,181,2214,170,0,EV,N16987,4411,EWR,MEM,154,946,20,19
2014,1,22,1344,11,1555,6,0,EV,N15985,4395,EWR,IND,105,645,13,44
2014,1,22,2104,66,2318,61,0,EV,N12167,4397,EWR,MCI,176,1092,21,4
2014,1,22,1541,10,1700,-9,0,EV,N29917,4502,EWR,BNA,120,748,15,41
2014,1,22,1228,-2,1520,11,0,EV,N11107,4504,EWR,MSY,174,1167,12,28
